transaction_id,transaction_key,foracid,transaction_amount,amount_left,p_tran_type,digital_flag,transaction_channel_type,timestamp
LA62985226,LA62985226TRNX20007L,FA6777217277433913,5617.5,320993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA38332063,LA38332063TRNX20007L,FA7218564127445587,6672.5,313991.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA42937902,LA42937902TRNX20007L,FA9992950069586785,145.3260445,4744.77,C,Y,BY_CARD,2024-03-15T23:55:18
LA71563228,LA71563228TRNX20007L,FA2003644984301608,39000.0,2599994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA99548572,LA99548572TRNX20007L,FA2729086452468574,71250.0,2999990.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA38358884,LA38358884TRNX20007L,FA8562863639252939,61525.0,2139988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA38609202,LA38609202TRNX20007L,FA9456951884612352,19.0625,484.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA14246855,LA14246855TRNX20007L,FA8332847587762575,154.1661825,4047.17,C,Y,BY_CARD,2024-03-15T23:55:18
LA93520452,LA93520452TRNX20007L,FA1790468519652617,1125000.0,49999991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA95549910,LA95549910TRNX20007L,FA6716886726587380,240000.0,7999988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA35554566,LA35554566TRNX20007L,FA4446198703042585,39875.0,1099985.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA95175498,LA95175498TRNX20007L,FA8838494548476303,55060.0,2752992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA72854080,LA72854080TRNX20007L,FA3900417530735230,18177.5,660989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA87366966,LA87366966TRNX20007L,FA9560577563484618,45925.0,1669989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA30555434,LA30555434TRNX20007L,FA3329066711647876,222812.5,7749988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA49250881,LA49250881TRNX20007L,FA5236915172729881,12637.5,499989.89,C,Y,BY_CARD,2024-03-15T23:55:18
LA38394503,LA38394503TRNX20007L,FA9180968664289913,0.0,3195000.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA14841008,LA14841008TRNX20007L,FA4087448118239944,690625.0,42499993.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA43358689,LA43358689TRNX20007L,FA8142380509410511,1903.121228,56458.96,C,Y,BY_CARD,2024-03-15T23:55:18
LA79753685,LA79753685TRNX20007L,FA8023975195499507,80520.0,4025992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA18285441,LA18285441TRNX20007L,FA9045007258880510,265625.0,8499987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA48200683,LA48200683TRNX20007L,FA8509205910030420,81138.75,3090989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA13089089,LA13089089TRNX20007L,FA8181097135405012,75200.0,3007990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA56067303,LA56067303TRNX20007L,FA7466375453237280,51800.0,2589992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA16868311,LA16868311TRNX20007L,FA4278131743749319,51620.625,3058993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA21274086,LA21274086TRNX20007L,FA7691472898569861,585062.5,20349988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA71790471,LA71790471TRNX20007L,FA8879928308780864,48785.0,1773989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA25103101,LA25103101TRNX20007L,FA7727009045951664,84150.0,3365990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA58314583,LA58314583TRNX20007L,FA5479426404344690,110275.0,4009989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA89049569,LA89049569TRNX20007L,FA7251938869824301,22440.0,1495994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA98275798,LA98275798TRNX20007L,FA5143571362428796,4050.0,161990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA67075472,LA67075472TRNX20007L,FA3269658297633605,106697.5,3483987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA25393741,LA25393741TRNX20007L,FA9089095086520463,101.370393,2603.91,C,Y,BY_CARD,2024-03-15T23:55:18
LA93584248,LA93584248TRNX20007L,FA6204601838868816,24165.0,1610994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA50020795,LA50020795TRNX20007L,FA9151674301522841,210000.0,6999988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA30267823,LA30267823TRNX20007L,FA6557107257980999,287500.0,9999988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA47095769,LA47095769TRNX20007L,FA7519628927719715,79450.0,3177990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA97854032,LA97854032TRNX20007L,FA8209048821812366,60705.0,2697991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA70441397,LA70441397TRNX20007L,FA9424139098603678,23242.5,1032991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA77117996,LA77117996TRNX20007L,FA1039234103929786,70120.0,3505992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA93385221,LA93385221TRNX20007L,FA8106290495757506,42086.25,2493993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA69627697,LA69627697TRNX20007L,FA2825382118536875,281250.0,14999992.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA66992029,LA66992029TRNX20007L,FA7483684407943413,49511.25,2933993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA19466657,LA19466657TRNX20007L,FA6067714245405426,35750.0,1099987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA71055958,LA71055958TRNX20007L,FA1176106134401071,1000000.0,39999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA95020353,LA95020353TRNX20007L,FA9132609533195117,29250.0,899987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA44629977,LA44629977TRNX20007L,FA4038984550056374,45500.0,1399987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA96737028,LA96737028TRNX20007L,FA8293124619041632,206797.5,7877989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA39657286,LA39657286TRNX20007L,FA2797501685975792,186840.0,9341992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA12423744,LA12423744TRNX20007L,FA2401746899922104,466500.0,19999990.67,C,Y,BY_CARD,2024-03-15T23:55:18
LA18125638,LA18125638TRNX20007L,FA7873671364310483,-699750.0,30000009.33,C,Y,BY_CARD,2024-03-15T23:55:18
LA99140510,LA99140510TRNX20007L,FA5541446815864626,64485.0,4298994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA85399795,LA85399795TRNX20007L,FA5681994496303714,45680.0,2283992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA84141139,LA84141139TRNX20007L,FA9845483096706970,27475.0,1569993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA57131581,LA57131581TRNX20007L,FA3869844316027579,369.353166,8041.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA32987787,LA32987787TRNX20007L,FA1123080442407228,19500.0,1299994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA36628212,LA36628212TRNX20007L,FA8058438072371230,107187.5,3499987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA87394051,LA87394051TRNX20007L,FA4559265468688624,379500.0,9199983.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA91771546,LA91771546TRNX20007L,FA8906092143420380,71505.0,3177991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA93290743,LA93290743TRNX20007L,FA2676601179989948,51320.0,2565992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA85715506,LA85715506TRNX20007L,FA5367445729904971,78750.0,2999989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA74949309,LA74949309TRNX20007L,FA4269193194592864,68040.0,2591989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA27271970,LA27271970TRNX20007L,FA4355568870836167,812500.0,24999987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA60310462,LA60310462TRNX20007L,FA8187051824931182,140625.0,4499987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA79229629,LA79229629TRNX20007L,FA7237152285795987,279000.0,9999988.84,C,Y,BY_CARD,2024-03-15T23:55:18
LA62758211,LA62758211TRNX20007L,FA6695954352899479,95672.5,3123987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA94914326,LA94914326TRNX20007L,FA2613761464705720,102125.375,3178987.15,C,Y,BY_CARD,2024-03-15T23:55:18
LA93378930,LA93378930TRNX20007L,FA7676871218890731,18700.0,934992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA81305056,LA81305056TRNX20007L,FA9940854194265158,650000.0,19999987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA58109971,LA58109971TRNX20007L,FA2279653169155673,888.291149,21702.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA97086998,LA97086998TRNX20007L,FA1145821942028688,42520.0,1062984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA22561953,LA22561953TRNX20007L,FA5357512185871668,77920.0,1947984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA57099946,LA57099946TRNX20007L,FA5669920551769839,77120.0,1927984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA66559676,LA66559676TRNX20007L,FA8143541355647777,56231.25,2998992.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA67879539,LA67879539TRNX20007L,FA5147777968096048,291000.0,7274984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA10620996,LA10620996TRNX20007L,FA5751375101886201,75200.0,1879984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA58626259,LA58626259TRNX20007L,FA1049382552635850,536812.5,20449989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA77622947,LA77622947TRNX20007L,FA1253729097968266,40562.5,1474989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA91270104,LA91270104TRNX20007L,FA5907455878846964,568.329606,16850.9,C,Y,BY_CARD,2024-03-15T23:55:18
LA42746304,LA42746304TRNX20007L,FA2840717434923624,1087.323968,36292.66,C,Y,BY_CARD,2024-03-15T23:55:18
LA38312411,LA38312411TRNX20007L,FA9038955549289277,30417.5,1057988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA60177304,LA60177304TRNX20007L,FA6277675914763158,296335.0,9699987.78,C,Y,BY_CARD,2024-03-15T23:55:18
LA75151599,LA75151599TRNX20007L,FA8280349283709566,2900.0,115990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA60087240,LA60087240TRNX20007L,FA9035132876489164,91470.0,3048988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA72001928,LA72001928TRNX20007L,FA3070245216586082,106115.625,3464987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA12133740,LA12133740TRNX20007L,FA6515003424226419,17500.0,999993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA79361809,LA79361809TRNX20007L,FA6334014006554497,5180.0,295993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA91977698,LA91977698TRNX20007L,FA1197761590393151,218750.0,6999987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA83767138,LA83767138TRNX20007L,FA7750560959190563,125000.0,3999987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA20712394,LA20712394TRNX20007L,FA4267111304289992,56670.0,1888988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA67787629,LA67787629TRNX20007L,FA1315408712075812,93750.0,2999987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA39428685,LA39428685TRNX20007L,FA2817132891673856,51320.0,2565992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA29101923,LA29101923TRNX20007L,FA6299060201118060,54961.875,3256993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA87191926,LA87191926TRNX20007L,FA8064152855794918,2421562.5,67499985.65,C,Y,BY_CARD,2024-03-15T23:55:18
LA35000157,LA35000157TRNX20007L,FA8258237016216411,0.0,3484000.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA13233721,LA13233721TRNX20007L,FA2789061984580014,690625.0,42499993.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA62391031,LA62391031TRNX20007L,FA5256905115448706,42500.0,1999991.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA37500069,LA37500069TRNX20007L,FA2047256621846181,5318.75,184988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA40347653,LA40347653TRNX20007L,FA3933355179267164,79716.875,2602987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA53450543,LA53450543TRNX20007L,FA5757197511143567,107248.75,3501987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA96311309,LA96311309TRNX20007L,FA6297716852503776,28545.0,1037989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA11515608,LA11515608TRNX20007L,FA8646212688696804,34500.0,1199988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA56257682,LA56257682TRNX20007L,FA7532329732396600,96255.0,3347988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA79593451,LA79593451TRNX20007L,FA7813555819811542,77621.25,2956989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA33966427,LA33966427TRNX20007L,FA3820922917738938,59375.0,1899987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA97376259,LA97376259TRNX20007L,FA7172986447358155,96875.0,3099987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA19665634,LA19665634TRNX20007L,FA5486795605102448,58674.375,3476993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA40604459,LA40604459TRNX20007L,FA8271519038160383,1402.6528975,34404.63,C,Y,BY_CARD,2024-03-15T23:55:18
LA47427036,LA47427036TRNX20007L,FA1277907365832679,27500.0,1099990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA81427860,LA81427860TRNX20007L,FA4206588060618235,0.0,3195000.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA66456481,LA66456481TRNX20007L,FA2052806151737998,212384.375,6934987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA63646311,LA63646311TRNX20007L,FA1198867596732665,2750.0,109990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA65748555,LA65748555TRNX20007L,FA4102751707781485,26125.0,1099990.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA73626370,LA73626370TRNX20007L,FA7495709897096592,77621.25,2956989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA83314657,LA83314657TRNX20007L,FA8627960913007491,84000.0,2799988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA76617219,LA76617219TRNX20007L,FA3034322716108366,779.5165000000001,22257.9,C,Y,BY_CARD,2024-03-15T23:55:18
LA65806346,LA65806346TRNX20007L,FA1207000560388406,61177.5,2718991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA85361722,LA85361722TRNX20007L,FA9686458131009568,47655.0,2823993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA50617108,LA50617108TRNX20007L,FA9407786044100310,49696.875,2944993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA42688310,LA42688310TRNX20007L,FA2529750768440783,350000.0,13999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA61654225,LA61654225TRNX20007L,FA9852064670969219,117609.625,3660987.15,C,Y,BY_CARD,2024-03-15T23:55:18
LA44818680,LA44818680TRNX20007L,FA1192662858323681,8625.0,299988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA31947169,LA31947169TRNX20007L,FA6094766432477482,50000.0,1999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA61611056,LA61611056TRNX20007L,FA8457936410200699,82539.00000000001,3056989.2,C,Y,BY_CARD,2024-03-15T23:55:18
LA80974809,LA80974809TRNX20007L,FA2660063923762595,562500.0,14999985.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA68690062,LA68690062TRNX20007L,FA2712529468385252,49089.375,2908993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA15901481,LA15901481TRNX20007L,FA3988027049559093,33378.75,1977993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA79742019,LA79742019TRNX20007L,FA9630691493427210,46850.0,1873990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA27294044,LA27294044TRNX20007L,FA6296271310765981,94250.0,2899987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA82877637,LA82877637TRNX20007L,FA7417669478493699,47775.0,1469987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA19627574,LA19627574TRNX20007L,FA2952345130013185,46000.0,2299992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA28648134,LA28648134TRNX20007L,FA8571424453061275,42.237208,1370.34,C,Y,BY_CARD,2024-03-15T23:55:18
LA24720156,LA24720156TRNX20007L,FA6052680505545234,6201125.0,372999993.35,C,Y,BY_CARD,2024-03-15T23:55:18
LA35261907,LA35261907TRNX20007L,FA8617611524349479,38500.0,2199993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA89462768,LA89462768TRNX20007L,FA7189602595810819,1250000.0,49999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA48680593,LA48680593TRNX20007L,FA2508397723791837,23750.0,999990.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA98641073,LA98641073TRNX20007L,FA4416031212335423,51400.0,1999989.72,C,Y,BY_CARD,2024-03-15T23:55:18
LA67099978,LA67099978TRNX20007L,FA9201134875195251,78720.0,2623988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA75865421,LA75865421TRNX20007L,FA8251070901041277,67590.0,3003991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA33140092,LA33140092TRNX20007L,FA1895635184900573,59720.0,2985992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA14209168,LA14209168TRNX20007L,FA6433196263157096,53620.0,2680992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA22631258,LA22631258TRNX20007L,FA8798386616076513,60705.0,2697991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA92304960,LA92304960TRNX20007L,FA1568252486312594,77120.0,1927984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA46342038,LA46342038TRNX20007L,FA3935598768226819,75100.0,3003990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA39359421,LA39359421TRNX20007L,FA1743488451612787,94250.0,2899987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA35958978,LA35958978TRNX20007L,FA7465937818332131,15937.5,749991.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA22228811,LA22228811TRNX20007L,FA6515781585888286,474525.0,18999990.01,C,Y,BY_CARD,2024-03-15T23:55:18
LA61660709,LA61660709TRNX20007L,FA4683232128644893,1625000.0,99999993.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA59014102,LA59014102TRNX20007L,FA9313776523634354,7420.0,370992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA84057046,LA84057046TRNX20007L,FA1321496616620761,46.583991,1195.37,C,Y,BY_CARD,2024-03-15T23:55:18
LA30804983,LA30804983TRNX20007L,FA8303660405468019,65625.0,3499992.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA99173087,LA99173087TRNX20007L,FA6386381408325219,44825.0,1629989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA19337023,LA19337023TRNX20007L,FA4789573463484403,99900.0,3999990.01,C,Y,BY_CARD,2024-03-15T23:55:18
LA79387292,LA79387292TRNX20007L,FA6880833704403427,81165.0,3091989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA65313198,LA65313198TRNX20007L,FA7757024477759029,165000.0,5499988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA41004833,LA41004833TRNX20007L,FA3021683932978678,105000.0,2999986.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA21795097,LA21795097TRNX20007L,FA7049501926224325,56080.0,2803992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA91848725,LA91848725TRNX20007L,FA6700925653225564,76320.0,1907984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA35868001,LA35868001TRNX20007L,FA2146234076906866,48750.0,1499987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA48326675,LA48326675TRNX20007L,FA2084106792882744,40000.0,999984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA97779405,LA97779405TRNX20007L,FA8064209023807227,45500.0,1399987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA12760394,LA12760394TRNX20007L,FA7256869485875864,78175.0,3126990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA68819167,LA68819167TRNX20007L,FA1056996821180273,85075.0,3402990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA28799053,LA28799053TRNX20007L,FA8322824038569779,50325.0,1829989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA76172604,LA76172604TRNX20007L,FA7716619051946327,22660.0,823989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA24787677,LA24787677TRNX20007L,FA9385615627622724,168300.0,5999988.78,C,Y,BY_CARD,2024-03-15T23:55:18
LA63808407,LA63808407TRNX20007L,FA6471274718918285,115250.0,4999990.78,C,Y,BY_CARD,2024-03-15T23:55:18
LA36804551,LA36804551TRNX20007L,FA6276804195735431,28750.0,999988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA89313534,LA89313534TRNX20007L,FA4606012414431470,124165.5,3659986.43,C,Y,BY_CARD,2024-03-15T23:55:18
LA35270014,LA35270014TRNX20007L,FA5806917672362664,647000.0,19999987.06,C,Y,BY_CARD,2024-03-15T23:55:18
LA99705596,LA99705596TRNX20007L,FA6178096508045747,566220.0006769999,13869426.43,C,Y,BY_CARD,2024-03-15T23:55:18
LA80823145,LA80823145TRNX20007L,FA8980251831191116,0.0,40917.17,C,Y,BY_CARD,2024-03-15T23:55:18
LA75446587,LA75446587TRNX20007L,FA2596882937844722,81165.0,3091989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA68967366,LA68967366TRNX20007L,FA9383829507745271,60705.0,2697991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA37114715,LA37114715TRNX20007L,FA2940835220357315,91209.375,5404993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA82009171,LA82009171TRNX20007L,FA6049937342792139,95133.75,3308988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA85718836,LA85718836TRNX20007L,FA2979187037036580,81847.5,3117989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA14440849,LA14440849TRNX20007L,FA3114689008674080,75200.0,1879984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA68365953,LA68365953TRNX20007L,FA3622421558255230,42625.0,1549989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA30921242,LA30921242TRNX20007L,FA4732483722556941,180250.0,10299993.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA67044938,LA67044938TRNX20007L,FA5723586417283802,54.119325,1759.28,C,Y,BY_CARD,2024-03-15T23:55:18
LA28720683,LA28720683TRNX20007L,FA1287112567421252,68250.0,4199993.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA39426327,LA39426327TRNX20007L,FA8239659531019895,102125.375,3178987.15,C,Y,BY_CARD,2024-03-15T23:55:18
LA15398144,LA15398144TRNX20007L,FA4726029143315518,156217.5,4769986.9,C,Y,BY_CARD,2024-03-15T23:55:18
LA54665482,LA54665482TRNX20007L,FA9072153955858148,474525.0,18999990.01,C,Y,BY_CARD,2024-03-15T23:55:18
LA67610966,LA67610966TRNX20007L,FA2785786940322419,13968.75,744992.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA51544193,LA51544193TRNX20007L,FA5242772390407283,12750.0,509990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA95601710,LA95601710TRNX20007L,FA6776803184645547,156250.0,4999987.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA56591606,LA56591606TRNX20007L,FA5023931534869840,42676.875,2528993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA62525798,LA62525798TRNX20007L,FA5937519568188606,42187.5,2499993.25,C,Y,BY_CARD,2024-03-15T23:55:18
LA56510637,LA56510637TRNX20007L,FA7059556493258618,1000000.0,39999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA12480258,LA12480258TRNX20007L,FA5827114863481413,80298.75,3058989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA85507658,LA85507658TRNX20007L,FA6292453477713568,75200.0,1879984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA39062964,LA39062964TRNX20007L,FA8278347993470478,50000.0,1999990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA61312234,LA61312234TRNX20007L,FA1634508919522651,68250.0,2099987.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA24934349,LA24934349TRNX20007L,FA9635064348636257,0.0,3350000.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA69709431,LA69709431TRNX20007L,FA6840431822104182,102125.375,3178987.15,C,Y,BY_CARD,2024-03-15T23:55:18
LA57313077,LA57313077TRNX20007L,FA8973532645967714,227500.0,13999993.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA91414804,LA91414804TRNX20007L,FA3895971145701053,5325.0,212990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA48327371,LA48327371TRNX20007L,FA5994280204585452,28750.0,999988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA94470154,LA94470154TRNX20007L,FA8313833960684299,29750.0,849986.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA75024813,LA75024813TRNX20007L,FA7779482069112950,84975.0,3398990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA13636298,LA13636298TRNX20007L,FA1650243053886278,72270.0,3211991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA44082553,LA44082553TRNX20007L,FA6215997044008785,51837.5,1884989.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA33411073,LA33411073TRNX20007L,FA9294570611171804,112000.0,2799984.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA45137927,LA45137927TRNX20007L,FA7991158208834895,83075.0,3322990.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA51070251,LA51070251TRNX20007L,FA2740943436516846,95370.0,3399988.78,C,Y,BY_CARD,2024-03-15T23:55:18
LA42176738,LA42176738TRNX20007L,FA3421481587935139,6000.0,399994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA72210652,LA72210652TRNX20007L,FA8759332014172618,13480.0,673992.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA17060371,LA17060371TRNX20007L,FA8471528031247177,14375.0,499988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA99332485,LA99332485TRNX20007L,FA4832556718484689,97846.875,3194987.75,C,Y,BY_CARD,2024-03-15T23:55:18
LA77061367,LA77061367TRNX20007L,FA1720940479695540,123625.0,4299988.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA42144447,LA42144447TRNX20007L,FA3507976858446176,104895.0,4199990.01,C,Y,BY_CARD,2024-03-15T23:55:18
LA86493899,LA86493899TRNX20007L,FA5707075368815781,190500.0,12699994.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA54166631,LA54166631TRNX20007L,FA5032805958606446,69007.5,3066991.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA63612675,LA63612675TRNX20007L,FA6452796528970179,95850.0,3194988.0,C,Y,BY_CARD,2024-03-15T23:55:18
LA11398939,LA11398939TRNX20007L,FA4201014152553025,79065.0,3011989.5,C,Y,BY_CARD,2024-03-15T23:55:18
LA76531741,LA76531741TRNX20007L,FA2300637089566642,25875.0,899988.5,C,Y,BY_CARD,2024-03-15T23:55:18
